Site Name	Owner	Company CEO	CEO Annual Pay	Company Net Profit	Company Reported MT of Salmon harvested in a year	Latitude	Longitude	Farm Type	Type of Salmon Grown	Brand Names Sold Under	Date Registered	National Grid Reference	Nation	Region or Province	Local Authority	Location	Farm Site Licensed 2017-2020?	Feed Discharged Per Year In Metric Tons (MT)	Reported Green House Gas (GHG) C02 MT emissions from feed discharged per annum	Salmon Grown Per Year	Approx. effluent rate based on stocking size	Algae Blooms	# Salmon Mortalities 2012-2020	Locally Reported Impact on Wildlife and Area	Lifetime Reported Escapes 1998-2020	Infectious Salmon Anaemia Virus Outbreak 2012-2020 (ISAv)	Piscine Reovirus Outbreak (PRV)	Infectious Pancreatic Necrosis Virus Confirmed 2012-2020 (IPNv)	Sealice Outbreaks	Sealice Treatments	Florfenicol Treatments	Reported SLICE®, emamectin benzoate (EMB)Treatments
MF-0381	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.614757	-66.726952	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	White Head Island	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0400	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	45.080864	-66.644168	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Seeleys Cove	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0403	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.625372	-66.801979	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Pond Point	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0404	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	45.081985	-66.487463	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Welch Cove	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0408	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.612695	-66.804082	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Outer Wood Island	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0411	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.926813	-66.965197	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Indian Island	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0412	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	45.102451	-66.578465	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Red Head	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0495	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	45.101542	-66.378201	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Round Meadow Cove	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0496	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	45.066824	-66.671763	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Orange Cove	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0501	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	45.07128	-66.435085	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Duck Cove	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0502	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	45.114558	-66.989771	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Hardwood Island	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0507	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	45.092287	-66.613055	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Penn Island	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0508	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	45.055874	-66.711385	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	eastern Beaver Harbour	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0159	Leavitt's Head Salmon Ltd.	TBD	TBD	TBD	TBD	45.064756	-66.847635	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Upper Narrows	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
 MF-0206	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	44.94536	-66.904643	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Head harbour Passage	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0016	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	45.063365	-66.812729	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Granger Cove	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0020	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	45.06116	-66.832792	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Limekiln Bay	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0022	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	45.054149	-66.829423	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Birch Cove	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0027	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	45.04132	-66.838682	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Howards Island	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0036	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	45.0479	-66.859566	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Letete Harbour	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0052	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	44.922969	-66.938203	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Curry Cove	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0053	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	44.920082	-66.932431	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Harbour de Lute  	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0054	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	44.918046	-66.937001	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Harbour de Lute	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0084	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	45.124551	-67.013203	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Hospital Island	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0186	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	44.954001	-66.901982	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Head Harbour Island	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0222	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	45.012141	-66.981199	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Davidson Head	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0350	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	44.721778	-66.717886	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Long Island	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0504	Marine Harvest Canada (MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	45.132726	-66.961189	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Passamaquoddy Bay	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
 MF-0510	TBD	TBD	TBD	TBD	TBD	45.109061	-66.541901	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0004	TBD	TBD	TBD	TBD	TBD	44.746183	-66.839669	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0039	TBD	TBD	TBD	TBD	TBD	45.059231	-66.912116	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0058	TBD	TBD	TBD	TBD	TBD	44.962819	-67.009351	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0060	TBD	TBD	TBD	TBD	TBD	44.988092	-67.013857	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0095	TBD	TBD	TBD	TBD	TBD	45.069045	-66.846198	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Upper Narrows	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0416	TBD	TBD	TBD	TBD	TBD	44.614268	-66.701428	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0494	TBD	TBD	TBD	TBD	TBD	45.119502	-66.320951	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0509 (under review)	TBD	TBD	TBD	TBD	TBD	45.05961	-66.719946	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Unidentified Farm Site #1-Seal Cove A., NB	TBD	TBD	TBD	TBD	TBD	44.648556	-66.834746	Abandoned farm cages?	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Offshore Seal Cove Sand Beach	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Unidentified Farm Site #2-Seal Cove B., NB	TBD	TBD	TBD	TBD	TBD	44.649365	-66.831506	Abandoned farm cages?	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Offshore Seal Cove Sand Beach	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Unidentified Farm Site #3-Seal Cove C., NB	TBD	TBD	TBD	TBD	TBD	44.648205	-66.829296	Abandoned farm cages?	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Offshore Seal Cove Sand Beach	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Unidentified Farm Site #4-Lords Cove, NB	TBD	TBD	TBD	TBD	TBD	45.003296	-66.948118	Abandoned farm cages?	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Lords Cove	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Unidentified Farm Site #5-Northern Harbour A., NB	TBD	TBD	TBD	TBD	TBD	44.962278	-67.007061	Abandoned farm cages?	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Fairhaven/Deer Island area	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Unidentified Farm Site #6-Northern Harbour B.. NB	TBD	TBD	TBD	TBD	TBD	44.961625	-67.005747	Abandoned farm cages?	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Fairhaven/Deer Island area	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
MF-0491	Two Island Aquaculture (same contact info as Kelly Cove Salmon)	TBD	TBD	TBD	TBD	44.611221	-66.827117	Sea Farm	TBD	TBD	TBD	N/A	Canada	New Brunswick	N/A	Wood Island Harbour	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Butler Island	Butler Island Farms Ltd.	TBD	TBD	TBD	TBD (CAS)	47.5698	-54.1160	Seafarm	Atlantic Salmon	TBD	2019	N/A	Canada	Newfoundland	Placentia Bay	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Back Cove	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.5110	-55.4014	Seafarm	Atlantic Salmon	TBD	2004	N/A	Canada	Newfoundland	Back Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Belle Harbour Mouth West	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.6572	-55.3377	Seafarm	Atlantic Salmon	TBD	2004	N/A	Canada	Newfoundland	Belle Harbour	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Bobby Herring Cove	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.6306	-55.7953	Seafarm	Atlantic Salmon	TBD	2010	N/A	Canada	Newfoundland	Bobby Herring Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Bottle Hill, Fortune Bay	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.4946	-55.4041	Seafarm	Atlantic Salmon	TBD	2006	N/A	Canada	Newfoundland	Bottle Hill, Fortune Bay	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Chapel Island, Fortune Bay	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.5557	-55.3927	Seafarm	Atlantic Salmon	TBD	2005	N/A	Canada	Newfoundland	Chapel Island	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Curley Cove	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.7136	-55.8844	Seafarm	Atlantic Salmon	TBD	2009	N/A	Canada	Newfoundland	Curley Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Doctor's Hr., Belle Bay, Fortune Bay	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.6533	-55.3140	Seafarm	Atlantic Salmon	TBD	2007	N/A	Canada	Newfoundland	S. of Doctors Hr. /N.E of Belle Island	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
East of Belle Island, Belle Bay, FB	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.6332	-55.3364	Seafarm	Atlantic Salmon	TBD	2007	N/A	Canada	Newfoundland	E. of Belle Island	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
East of Grandy Rock, Chapel Island, FB	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.5368	-55.3835	Seafarm	Atlantic Salmon	TBD	2006	N/A	Canada	Newfoundland	E. of Grandy Rock, Chapel Island	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Farmer's Cove, Chapel Island	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.5734	-55.3541	Seafarm	Atlantic Salmon	TBD	2004	N/A	Canada	Newfoundland	Farmer's Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Fish Cove	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.5479	-55.8130	Seafarm	Atlantic Salmon	TBD	2012	N/A	Canada	Newfoundland	Fish Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Green Point	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.6223	-55.8222	Seafarm	Atlantic Salmon	TBD	2010	N/A	Canada	Newfoundland	Green Point	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Grip Cove, Little Passage	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.6413	-55.9166	Seafarm	Atlantic Salmon	TBD	2009	N/A	Canada	Newfoundland	Grip Cove, Little Passage	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	39,995	TBD	TBD	Yes	TBD	TBD	TBD	TBD	TBD	TBD
Hatcher Cove	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.6682	-56.2212	Seafarm	Atlantic Salmon	TBD	2009	N/A	Canada	Newfoundland	Hatcher Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Herring Cove Site A, Hermitage Bay	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.6181	-55.8545	Seafarm	Atlantic Salmon	TBD	2010	N/A	Canada	Newfoundland	Hermitage Bay, N. of Furby's Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Herring Cove Site B	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.6596	-56.2182	Seafarm	Atlantic Salmon	TBD	2006	N/A	Canada	Newfoundland	Herring Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Ingram Point	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.7609	-55.8455	Seafarm	Atlantic Salmon	TBD	2011	N/A	Canada	Newfoundland	Ingram Point	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
June Cove (Referred Application)	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.5631	-55.7963	Seafarm	Atlantic Salmon	TBD	TBD	N/A	Canada	Newfoundland	June Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
L'Anse au Flamme	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.62150628	-55.8933	Seafarm	Atlantic Salmon	TBD	2013	N/A	Canada	Newfoundland	L'Anse au Flamme	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Long Pond Site 2	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.5931	-55.7991	Freshwater Hatchery	Atlantic Salmon	TBD	2013	N/A	Canada	Newfoundland	Long Pond (Lake)	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Long Pond, Hermitage	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.5936	-55.8079	Freshwater Hatchery	Atlantic Salmon	TBD	1999	N/A	Canada	Newfoundland	Long Pond (Lake)	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Manuel Arm, Bay d'Espoir	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.6779	-56.1781	Seafarm	Atlantic Salmon	TBD	2002	N/A	Canada	Newfoundland	Manuel Arm	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	108,494	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Margery Cove, Bay d'Espoir	Cold Ocean Salmon Inc. (Owned by Cooke Aquaculture Scotland)	Glenn Cooke (CAS)	Privately Held (CAS)	$50,225,099.73 (2018) (CAS)	TBD (CAS)	47.7667	-55.9083	Seafarm	Atlantic Salmon	TBD	2007	N/A	Canada	Newfoundland	Margery Cove, Bay d'Espoir	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
